"weapons/gunType97_turret";"7.7 mm Type 97 machine gun";"Mitrailleuse de 7,7 mm type 97";"Mitragliatrice da 7.7mm Tipo 97";"7,7 mm Typ 97 Maschinengewehr";"Ametralladora Tipo 97 de 7.7 mm";"7,7-мм пулемёт Type 97";"Karabin maszynowy Typ 97 kal. 7,7 mm";"7,7 mm kulomet typ 97";"7.7 mm Type 97 makineli tüfek";"7.7 毫​米 九​七​式​旋​回​机​枪";"7.7 mm 九七式車載重機関銃";"Metralhadora de 7,7 mm Type 97";"7,7-мм кулемет Type 97";"Mitraljez 7.7 mm tip 97";"7,7 mm-es 97-es típusú géppuska";"7.7 mm 97식 기관총";"7,7-мм кулямёт тып 97";"Mitralieră tip 97, cal. 7,7 mm";"7.7 毫​米​九​七​式​車​載​機​槍";"7.7 毫​米​九​七​式​旋​回​机​枪";"Súng máy 7.7 mm type 97"
"weapons/cannonType99";"20 mm Type 99 Model 1 cannon";"Canon de 20mm type 99-I";"Cannone da 20mm Tipo 99 Modello 1";"20 mm Typ 99 Modell 1 Maschinenkanone";"Cañón Tipo 99 Modelo 1 de 20 mm";"20-мм пушка Type 99 Model 1";"Działko Typ 99 Model 1 kal. 20 mm";"20 mm kanón typ 99 model 1";"20 mm Type 99 Model 1 top";"20 毫​米 九​九​式​一​号​固​定​机​炮";"20 mm 九九式 一号 機関砲";"Canhão de 20 mm Type 99 Model 1";"20-мм гармата Type 99 Model 1";"Top 20 mm type 99 mk1";"20 mm-es Type 99 Mark 1 gépágyú";"20 mm 99식 1호 기관포";"20-мм гармата тып 99 мад. 1";"Tun tip 99 Mark 1, cal. 20 mm";"20 毫​米​九​九​式​一​號​機​炮";"20 毫​米​九​九​式​一​号​固​定​机​炮";"Pháo nòng 20 mm Type 99 Mẫu 1"
"weapons/cannonType99_turret";"20 mm Type 99 Model 1 cannon";"Canon de 20mm type 99-I";"Cannone da 20mm Tipo 99 Modello 1";"20 mm Typ 99 Modell 1 Maschinenkanone";"Cañón Tipo 99 Modelo 1 de 20 mm";"20-мм пушка Type 99 Model 1";"Działko Typ 99 Model 1 kal. 20 mm";"20 mm kanón typ 99 model 1";"20 mm Type 99 Model 1 top";"20 毫​米 九​九​式​一​号​旋​回​机​炮";"20 mm 九九式 一号 機関砲";"Canhão de 20 mm Type 99 Model 1";"20-мм гармата Type 99 Model 1";"Top 20 mm type 99 mk1";"20 mm-es Type 99 Mark 1 gépágyú";"20 mm 99식 1호 기관포";"20-мм гармата тып 99 мад. 1";"Tun tip 99 Mark 1, cal. 20 mm";"20 毫​米​九​九​式​一​號​機​炮";"20 毫​米​九​九​式​一​号​旋​回​机​炮";"Pháo nòng 20 mm Type 99 Mẫu 1"
"weapons/cannonType99Mod2_mark3_turret";"20 mm Type 99 Model 2 Mark 3 cannon";"Canon de 20 mm type 99-II mk. 3";"Cannone da 20mm Tipo 99-II Modello 2 mk. 3";"20 mm Typ 99 Modell 2 Mark 3 Maschinenkanone";"Cañón Tipo 99 Modelo 2 Mark 3 de 20 mm";"20-мм пушка Type 99 Model 2 Mark 3";"Działko wz. 99-2 mod. 3 kal. 20 mm";"20 mm kanón typ 99 model 2 Mk.3";"20 mm Type 99 Model 2 Mark 3 top";"20 毫​米 九​九​式​二​号​机​炮​三​型";"20 mm type 99-II mk. 3 cannon";"Canhão de 20 mm Type 99 Model 2 Mark 3";"20-мм гармата Type 99 Model 2 Mark 3";"20 mm tip 99-II mk. 3 top";"20 mm-es Type 99 Mark 2 Model 3 gépágyú";"20 mm 99식 2호 3형 기관포";"20-мм гармата тып 99-2 mk.3";"Tun tip 99 Mark 2 Model 3, cal. 20 mm";"20 毫​米​九​九​式​二​號​機​炮​三​型";"20 毫​米​九​九​式​二​号​机​炮​三​型";"Pháo nòng 20 mm Type 99 Mẫu 2 Mark 3"
"weapons/cannonType99Mod2_mark5_turret";"20 mm Type 99 Model 2 Mark 5 cannon";"Canon de 20 mm type 99-II mk. 5";"Cannone da 20mm Tipo 99-II Modello 2 mk. 5";"20 mm Typ 99 Modell 2 Mark 3 Maschinenkanone";"Cañón Tipo 99 Modelo 2 Mark 5 de 20 mm";"20-мм пушка Type 99 Model 2 Mark 5";"Działko wz. 99-2 mod. 5 kal. 20 mm";"20 mm kanón typ 99 model 2 Mk.5";"20 mm Type 99 Model 2 Mark 5 top";"20 毫​米 九​九​式​二​号​机​炮​五​型";"20 mm type 99-II mk. 5 cannon";"Canhão de 20 mm Type 99 Model 2 Mark 5";"20-мм гармата Type 99 Model 2 Mark 5";"20 mm tip 99-II mk. 5 top";"20 mm-es Type 99 Mark 2 Model 5 gépágyú";"20 mm 99식 2호 5형 기관포";"20-мм гармата тып 99-2 mk.5";"Tun tip 99 Mark 2 Model 5, cal. 20 mm";"20 毫​米​九​九​式​二​號​機​炮​三​型";"20 毫​米​九​九​式​二​号​机​炮​五​型";"Pháo nòng 20 mm Type 99 Mẫu 2 Mark 5"
"weapons/gunMAC34";"7.5 mm MAC 1934 machine gun";"Mitrailleuse MAC 1934 de 7,5 mm";"Mitragliatrice MAC 1934 da 7.5 mm";"7,5 mm MAC 1934 Maschinengewehr";"Ametralladora MAC 1934 de 7.5 mm";"7,5-мм пулемёт MAC 1934";"Karabin maszynowy MAC 1934 kal. 7.5 mm";"7,5 mm kulomet MAC model 1934";"7.5 mm MAC 1934 makineli tüfek";"7.5 毫​米 MAC 1934 机​枪";"7.5 mm MAC 1934 機関銃";"Metralhadora de 7,5 mm MAC 1934";"7,5-мм кулемет MAC 1934";"Mitraljez 7.5 mm MAC 1934";"7,5 mm-es MAC 1934 géppuska";"7.5 mm MAC 1934 기관총";"7,5-мм кулямёт MAC 1934";"Mitralieră MAC 1934, cal. 7,5 mm";"7.5 毫​米 MAC 1934 機​槍";"7.5 毫​米 MAC 1934 机​枪";"Súng máy 7.5 mm MAC 1934"
"weapons/gunMAC34_turret";"7.5 mm MAC 1934 machine gun";"Mitrailleuse MAC 1934 de 7,5 mm";"Mitragliatrice MAC 1934 da 7.5 mm";"7,5 mm MAC 1934 Maschinengewehr";"Ametralladora MAC 1934 de 7.5 mm";"7,5-мм пулемёт MAC 1934";"Karabin maszynowy MAC 1934 kal. 7.5 mm";"7,5 mm kulomet MAC model 1934";"7.5 mm MAC 1934 makineli tüfek";"7.5 毫​米 MAC 1934 机​枪";"7.5 mm MAC 1934 機関銃";"Metralhadora de 7,5 mm MAC 1934";"7,5-мм кулемет MAC 1934";"Mitraljez 7.5 mm MAC 1934";"7,5 mm-es MAC 1934 géppuska";"7.5 mm MAC 1934 기관총";"7,5-мм кулямёт MAC 1934";"Mitralieră MAC 1934, cal. 7,5 mm";"7.5 毫​米 MAC 1934 機​槍";"7.5 毫​米 MAC 1934 机​枪";"Súng máy 7.5 mm MAC 1934"
"weapons/gunMAC34T_turret";"7.5 mm MAC 1934T machine gun";"Mitrailleuse de 7,5 mm MAC 1934T";"Mitragliatrice da 7.5mm MAC 1934T";"7,5 mm MAC 1934T Maschinengewehr";"Ametralladora MAC 1934T de 7.5 mm";"7,5-мм пулемёт MAC 1934T";"Karabin maszynowy MAC 1934T kal. 7,5 mm";"7,5 mm kulomet MAC 1934T";"7.5 mm MAC 1934T makineli tüfek";"7.5 毫​米 MAC 1934T 机​枪";"7.5 mm MAC 1934T 機関銃";"Metralhadora de 7,5 mm MAC 1934T";"7,5-мм кулемет MAC 1934T";"Mitraljez 7.5 mm MAC 1934";"7,5 mm-es MAC 1934T géppuska";"7.5 mm MAC 1934T 기관총";"7,5-мм пулемёт MAC 1934T";"Mitralieră  MAC 1934T, cal. 7,5 mm";"7.5 毫​米 MAC 1934T 機​槍";"7.5 毫​米 MAC 1934T 机​枪";"Súng máy 7.5 mm MAC 1934T"
"weapons/gunDarne23";"7.5 mm Mle 1923 machine gun";"Mitrailleuse de 7.5 mm Mle 1923";"Mitragliatrice Mod.1923 da 7.5mm";"7,5 mm Mle 1923 Maschinengewehr";"Ametralladora Mle 1923 de 7.5 mm";"7,5-мм пулемёт Mle 1923";"Karabin maszynowy Mle 1923 kal. 7.5 mm";"7,5 mm kulomet Darne model 1923";"7.5 mm Mle 1923 makineli tüfek";"7.5 毫​米 1923 型​机​枪";"7.5 mm Mle 1923 機関銃";"Metralhadora de 7,5 mm Mle 1923";"7,5-мм кулемет Mle 1923";"7.5 mm Mle 1923 mitraljez";"7,5 mm-es Mle 1923 géppuska";"7.5 mm Mle 1923 기관총";"7,5-мм кулямёт Mle 1923";"Mitralieră Mle 192, cal. 37,5 mm";"7.5 毫​米 Mle 1923 機​槍";"7.5 毫​米 Mle 1923 机​枪";"Súng máy 7.5 mm Mle 1923"
"weapons/gunDarne23_turret";"7.5 mm Mle 1923 machine gun";"Mitrailleuse de 7.5 mm Mle 1923";"Mitragliatrice Mod.1923 da 7.5mm";"7,5 mm Mle 1923 Maschinengewehr";"Ametralladora Mle 1923 de 7.5 mm";"7,5-мм пулемёт Mle 1923";"Karabin maszynowy Mle 1923 kal. 7.5 mm";"7,5 mm kulomet Darne model 1923";"7.5 mm Mle 1923 makineli tüfek";"7.5 毫​米 1923 型​机​枪";"7.5 mm Mle 1923 機関銃";"Metralhadora de 7,5 mm Mle 1923";"7,5-мм кулемет Mle 1923";"7.5 mm Mle 1923 machine gun";"7,5 mm-es Mle 1923 géppuska";"7.5 mm Mle 1923 기관총";"7,5-мм кулямёт Mle 1923";"Mitralieră Mle 1923, cal. 7,5 mm";"7.5 毫​米 Mle 1923 機​槍";"7.5 毫​米 Mle 1923 机​枪";"Súng máy 7.5 mm Mle 1923"
"weapons/cannonHispano_hs9";"20 mm Hispano HS.9 cannon";"Canon de 20 mm HS.9";"Cannone Hispano HS.9 da 20 mm";"20 mm Hispano HS.9 Maschinenkanone";"Cañón Hispano HS.9 de 20 mm";"20-мм пушка Hispano HS.9";"Działko Hispano HS.9 kal. 20 mm";"20 mm kanón Hispano-Suiza HS.9";"20 mm Hispano HS.9 top";"20 毫​米 西​斯​帕​诺​-​絮​扎 HS.9 机​炮";"20 mm イスパノ HS.9 砲";"Canhão de 20 mm Hispano HS.9";"20-мм гармата Hispano HS.9";"20 mm Hispano HS.9 cannon";"20 mm-es Hispano HS.9 gépágyú";"20 mm 히스파노 HS.9 기관포";"20-мм гармата Hispano HS.9";"Tun Hispano HS.9, cal.20 mm";"20 毫​米​西​斯​帕​諾 HS.9 機​炮";"20 毫​米​伊​斯​帕​诺​-​絮​扎 HS.9 机​炮";"Pháo nòng 20 mm Hispano HS.9"
"weapons/cannonHispano_hs825";"30 mm Hispano HS 825 cannon";"Cannon de 30 mm Hispano HS.825";"Cannone Hispano HS.825 da 30 mm";"30 mm Hispano HS 825 Maschinenkanone";"Cañón Hispano HS 825 de 30 mm";"30-мм пушка Hispano HS 825";"Działko Hispano HS 825 kal. 30 mm";"30 mm kanón Hispano-Suiza HS.825";"30 mm Hispano HS 825 top";"30 毫​米 西​斯​帕​诺​-​絮​扎 HS.825 机​炮";"30 mm イスパノ HS 825 砲";"Canhão de 30 mm Hispano HS 825";"30-мм гармата Hispano HS 825";"30 mm Hispano HS 825 cannon";"30 mm-es Hispano HS.825 gépágyú";"30 mm 히스파노 HS 825 기관포";"30-мм пушка Hispano HS 825";"30 mm Hispano HS 825 cannon";"30 毫​米​西​斯​帕​諾 HS.825 機​炮";"30 mm Hispano HS 825 cannon";"Pháo nòng 30 mm Hispano HS 825"
"weapons/cannonHispano_hs825/short";"Hispano HS 825";"Hispano HS.825";"Hispano HS 825";"Hispano HS 825";"Hispano HS 825";"Hispano HS 825";"Hispano HS 825";"Hispano HS 825";"Hispano HS 825";"西​斯​帕​诺​-​絮​扎 HS.825";"イスパノ HS 825";"Hispano HS 825";"Hispano HS 825";"Hispano HS 825";"Hispano HS.825";"히스파노 HS 825";"Hispano HS 825";"Hispano HS 825";"西​斯​帕​諾 HS.825";"Hispano HS 825";"Hispano HS 825"
"weapons/cannonHo3";"20 mm Ho-3 cannon";"Canon de 20 mm Ho-3";"Cannone 20mm Ho-3";"20 mm Ho-3 Maschinenkanone";"Cañón Ho-3 de 20 mm";"20-мм пушка Ho-3";"Działko Ho-3 kal. 20 mm";"20 mm kanón Ho-3";"Ho-3 20 mm top";"20 毫​米 Ho-3 试​制​固​定​机​炮";"20mm ホ-3 機関砲";"Canhão de 20 mm Ho-3";"20-мм гармата Ho-3";"Top 20 mm Ho-3";"20 mm-es Ho-3 gépágyú";"20 mm 호3 기관포";"20-мм гармата Ho-3";"Tun Ho-3, cal. 20 mm";"20 毫​米 ホ​-3 試​製​機​炮";"20 毫​米 Ho-3 试​制​固​定​机​炮";"Pháo Ho-3 20 mm"
"weapons/cannonT15E1";"75 mm M10 cannon";"Canon de 75 mm M10";"Cannone M10 da 75mm";"75 mm M10 Maschinenkanone";"Cañón M10 de 75 mm";"75-мм пушка M10";"Działo M10 kal. 75 mm";"75 mm kanón M10";"75 mm M10 top";"75 毫​米 M10 火​炮";"75 mm M10 砲";"Canhão de 75 mm M10";"75-мм гармата M10";"75 mm M10 top";"75 mm-es M10 ágyú";"75 mm M10 대전차포";"75-мм гармата M10";"Tun M10, cal. 75 mm";"75 毫​米 M10 火​炮";"75 毫​米 M10 火​炮";"Pháo nòng 75 mm M10"
"weapons/cannonType97";"20 mm Type 97 cannon";"Canon de 20 mm type 97";"Cannone da 20mm Tipo 97";"20 mm Typ 97 Maschinenkanone";"Cañón Tipo 97 de 20 mm";"20-мм пушка Type 97";"Działko Typ 97 kal. 20 mm";"20 mm kanón typ 97";"20 mm Type 97 top";"20 毫​米 Ho-1 试​制​旋​回​机​炮";"20 mm 九七式 機関砲";"Canhão de 20 mm Type 97";"20-мм гармата Type 97";"Top 20 mm type 97";"20 mm-es 97-es típusú gépágyú";"20 mm 97식 기관포";"20-мм гармата тып 97";"Tun tip 97, cal. 20 mm ";"20 毫​米 九​七​式​試​製​機​炮";"20 毫​米 Ho-3 试​制​固​定​机​炮";"Súng cối 20 mm type 97"
"weapons/cannonType_23L";"23 mm Type 23L cannon";"Canon de 23 mm Type 23L";"Cannone da 23 mm Tipo 23L";"23 mm Typ 23L Maschinenkanone";"Cañón Tipo 23L de 23 mm";"23-мм пушка Type 23L";"Działko kal. 23 mm Typ 23L";"23 mm kanón typ 23L";"23 mm Type 23L Top";"23 毫​米 23L 型​机​炮";"23mm Type 23L\t機関砲";"Canhão de 23 mm Type 23L";"23-мм гармата Type 23L";"23 mm Type 23L cannon";"23 mm-es 23L típusú gépágyú";"23 mm 23L식 기관포";"23-мм пушка Type 23L";"23 mm Type 23L cannon";"23 毫​米 23L 型​機​炮";"23 mm Type 23L cannon";"Pháo nòng 23 mm Type 23L"
"weapons/cannonType_23_1";"23 mm Type 23-1 cannon";"Canon de 23 mm Type 23-1";"Cannone da 23 mm Tipo 23-1";"23 mm Typ 23-1 Maschinenkanone";"Cañón Tipo 23-1 de 23 mm";"23-мм пушка Type 23-1";"Działko kal. 23 mm Typ 23-1";"23 mm kanón typ 23-1";"23 mm Type 23-1 top";"23 毫​米 23-1 型​机​炮";"23mm Type 23-1機関砲";"Canhão de 23 mm Type 23-1";"23-мм гармата Type 23-1";"23 mm Type 23-1 cannon";"23 mm-es 23-1-es típusú gépágyú";"23 mm 23-1식 기관포";"23-мм пушка Type 23-1";"23 mm Type 23-1 cannon";"23 毫​米 23-1 型​機​炮";"23 mm Type 23-1 cannon";"Pháo nòng 23 mm Type 23-1"
